respondent_id,role,study_org,control_id,case_id,modality,ground_truth_status,llm_status,rq1_understanding,rq2_factual,rq2_fulfils,rq4_identified,rq4_remediate
S022,student,o2,7.14,7.14-o2,pdf,Unknown,PARTIAL,,,,4,4
S022,student,o2,8.1,8.1-o2,xlsx,Unknown,INSUFFICIENT_EVIDENCE,,,,5,5
S022,student,o2,8.4,8.4-o2,xlsx,Unknown,PARTIAL,,,,3,3
A010,auditor,o1,5.1,5.1-o1,docx,Unknown,PARTIAL,4,4,4,,
A010,auditor,o1,5.11,5.11-o1,xlsx,Unknown,INSUFFICIENT_EVIDENCE,4,4,4,,
A010,auditor,o1,5.2,5.2-o1,pdf,Unknown,PARTIAL,4,3,4,,
A010,auditor,o1,5.24,5.24-o1,docx,Unknown,COMPLIANT,4,1,,,
A010,auditor,o1,5.27,5.27-o1,docx,Unknown,COMPLIANT,4,4,4,,
A010,auditor,o1,5.29,5.29-o1,docx,Unknown,PARTIAL,4,4,4,,
A010,auditor,o1,5.30,5.30-o1,docx,Unknown,PARTIAL,4,4,4,,
A010,auditor,o1,5.9,5.9-o1,xlsx,Unknown,PARTIAL,4,1,4,,
A010,auditor,o1,6.4,6.4-o1,txt,Unknown,COMPLIANT,4,4,4,,
A010,auditor,o1,7.14,7.14-o1,pdf,Unknown,PARTIAL,4,4,4,,
A010,auditor,o1,8.1,8.1-o1,xlsx,Unknown,INSUFFICIENT_EVIDENCE,4,4,4,,
A010,auditor,o1,8.4,8.4-o1,xlsx,Unknown,INSUFFICIENT_EVIDENCE,4,4,4,,
S023,student,o1,5.1,5.1-o1,docx,Unknown,PARTIAL,,,,4,4
S023,student,o1,5.11,5.11-o1,xlsx,Unknown,INSUFFICIENT_EVIDENCE,,,,4,4
S023,student,o1,5.2,5.2-o1,pdf,Unknown,PARTIAL,,,,5,5
S023,student,o1,5.24,5.24-o1,docx,Unknown,COMPLIANT,,,,3,4
S023,student,o1,5.27,5.27-o1,docx,Unknown,COMPLIANT,,,,4,4
S023,student,o1,5.29,5.29-o1,docx,Unknown,PARTIAL,,,,5,5
S023,student,o1,5.30,5.30-o1,docx,Unknown,PARTIAL,,,,4,4
S023,student,o1,5.9,5.9-o1,xlsx,Unknown,PARTIAL,,,,4,5
S023,student,o1,6.4,6.4-o1,txt,Unknown,COMPLIANT,,,,2,5
S023,student,o1,7.14,7.14-o1,pdf,Unknown,PARTIAL,,,,3,4
S023,student,o1,8.1,8.1-o1,xlsx,Unknown,INSUFFICIENT_EVIDENCE,,,,4,4
S023,student,o1,8.4,8.4-o1,xlsx,Unknown,INSUFFICIENT_EVIDENCE,,,,4,4
S024,student,o1,5.1,5.1-o1,docx,Unknown,PARTIAL,,,,1,2
S024,student,o1,5.11,5.11-o1,xlsx,Unknown,INSUFFICIENT_EVIDENCE,,,,4,2
S024,student,o1,5.2,5.2-o1,pdf,Unknown,PARTIAL,,,,1,2
S024,student,o1,5.24,5.24-o1,docx,Unknown,COMPLIANT,,,,1,3
S024,student,o1,5.27,5.27-o1,docx,Unknown,COMPLIANT,,,,3,2
S024,student,o1,5.29,5.29-o1,docx,Unknown,PARTIAL,,,,3,1
S024,student,o1,5.30,5.30-o1,docx,Unknown,PARTIAL,,,,1,1
S024,student,o1,5.9,5.9-o1,xlsx,Unknown,PARTIAL,,,,2,4
S024,student,o1,6.4,6.4-o1,txt,Unknown,COMPLIANT,,,,3,3
S024,student,o1,7.14,7.14-o1,pdf,Unknown,PARTIAL,,,,4,1
S024,student,o1,8.1,8.1-o1,xlsx,Unknown,INSUFFICIENT_EVIDENCE,,,,2,2
S024,student,o1,8.4,8.4-o1,xlsx,Unknown,INSUFFICIENT_EVIDENCE,,,,1,3
A011,auditor,o1,5.1,5.1-o1,docx,Unknown,PARTIAL,2,2,3,,
A011,auditor,o1,5.11,5.11-o1,xlsx,Unknown,INSUFFICIENT_EVIDENCE,4,4,4,,
A011,auditor,o1,5.2,5.2-o1,pdf,Unknown,PARTIAL,4,4,4,,
A011,auditor,o1,5.24,5.24-o1,docx,Unknown,COMPLIANT,4,4,4,,
A011,auditor,o1,5.27,5.27-o1,docx,Unknown,COMPLIANT,1,1,4,,
A011,auditor,o1,5.29,5.29-o1,docx,Unknown,PARTIAL,4,4,4,,
A011,auditor,o1,5.30,5.30-o1,docx,Unknown,PARTIAL,4,,4,,
A011,auditor,o1,5.9,5.9-o1,xlsx,Unknown,PARTIAL,4,4,4,,
A011,auditor,o1,6.4,6.4-o1,txt,Unknown,COMPLIANT,4,4,4,,
A011,auditor,o1,7.14,7.14-o1,pdf,Unknown,PARTIAL,4,4,4,,
A011,auditor,o1,8.1,8.1-o1,xlsx,Unknown,INSUFFICIENT_EVIDENCE,4,4,4,,
A011,auditor,o1,8.4,8.4-o1,xlsx,Unknown,INSUFFICIENT_EVIDENCE,4,4,4,,
A012,auditor,o4,5.1,5.1-o4,docx,Unknown,PARTIAL,5,3,2,,
A012,auditor,o4,5.11,5.11-o4,xlsx,Unknown,INSUFFICIENT_EVIDENCE,5,5,1,,
A012,auditor,o4,5.2,5.2-o4,pdf,Unknown,COMPLIANT,3,2,4,,
A012,auditor,o4,5.24,5.24-o4,docx,Unknown,PARTIAL,5,5,2,,
A012,auditor,o4,5.27,5.27-o4,docx,Unknown,PARTIAL,5,4,4,,
A012,auditor,o4,5.29,5.29-o4,docx,Unknown,PARTIAL,5,5,2,,
A012,auditor,o4,5.30,5.30-o4,docx,Unknown,PARTIAL,5,4,2,,
A012,auditor,o4,5.9,5.9-o4,xlsx,Unknown,PARTIAL,5,4,2,,
A012,auditor,o4,6.4,6.4-o4,docx,Unknown,COMPLIANT,4,4,3,,
A012,auditor,o4,7.14,7.14-o4,pdf,Unknown,PARTIAL,4,4,2,,
A012,auditor,o4,8.1,8.1-o4,xlsx,Unknown,INSUFFICIENT_EVIDENCE,5,5,1,,
A012,auditor,o4,8.4,8.4-o4,xlsx,Unknown,PARTIAL,5,3,2,,
S025,student,o1,5.1,5.1-o1,docx,Unknown,PARTIAL,,,,4,4
S025,student,o1,5.11,5.11-o1,xlsx,Unknown,INSUFFICIENT_EVIDENCE,,,,2,1
S025,student,o1,5.2,5.2-o1,pdf,Unknown,PARTIAL,,,,4,4
S025,student,o1,5.24,5.24-o1,docx,Unknown,COMPLIANT,,,,4,4
S025,student,o1,5.27,5.27-o1,docx,Unknown,COMPLIANT,,,,2,4
S025,student,o1,5.29,5.29-o1,docx,Unknown,PARTIAL,,,,4,4
S025,student,o1,5.30,5.30-o1,docx,Unknown,PARTIAL,,,,4,4
S025,student,o1,5.9,5.9-o1,xlsx,Unknown,PARTIAL,,,,,
S025,student,o1,6.4,6.4-o1,txt,Unknown,COMPLIANT,,,,1,4
S025,student,o1,7.14,7.14-o1,pdf,Unknown,PARTIAL,,,,4,4
S025,student,o1,8.1,8.1-o1,xlsx,Unknown,INSUFFICIENT_EVIDENCE,,,,1,1
S025,student,o1,8.4,8.4-o1,xlsx,Unknown,INSUFFICIENT_EVIDENCE,,,,1,1
S026,student,o1,5.1,5.1-o1,docx,Unknown,PARTIAL,,,,5,5
S026,student,o1,5.11,5.11-o1,xlsx,Unknown,INSUFFICIENT_EVIDENCE,,,,5,5
S026,student,o1,5.2,5.2-o1,pdf,Unknown,PARTIAL,,,,2,4
S026,student,o1,5.24,5.24-o1,docx,Unknown,COMPLIANT,,,,5,5
S026,student,o1,5.27,5.27-o1,docx,Unknown,COMPLIANT,,,,5,5
S026,student,o1,5.29,5.29-o1,docx,Unknown,PARTIAL,,,,4,4
S026,student,o1,5.30,5.30-o1,docx,Unknown,PARTIAL,,,,5,5
S026,student,o1,5.9,5.9-o1,xlsx,Unknown,PARTIAL,,,,1,1
S026,student,o1,6.4,6.4-o1,txt,Unknown,COMPLIANT,,,,5,5
S026,student,o1,7.14,7.14-o1,pdf,Unknown,PARTIAL,,,,4,4
S026,student,o1,8.1,8.1-o1,xlsx,Unknown,INSUFFICIENT_EVIDENCE,,,,5,1
S026,student,o1,8.4,8.4-o1,xlsx,Unknown,INSUFFICIENT_EVIDENCE,,,,5,1
S027,student,o1,5.1,5.1-o1,docx,Unknown,PARTIAL,,,,2,4
S027,student,o1,5.11,5.11-o1,xlsx,Unknown,INSUFFICIENT_EVIDENCE,,,,5,5
S027,student,o1,5.2,5.2-o1,pdf,Unknown,PARTIAL,,,,5,5
S027,student,o1,5.24,5.24-o1,docx,Unknown,COMPLIANT,,,,4,5
S027,student,o1,5.27,5.27-o1,docx,Unknown,COMPLIANT,,,,5,5
S027,student,o1,5.29,5.29-o1,docx,Unknown,PARTIAL,,,,4,5
S027,student,o1,5.30,5.30-o1,docx,Unknown,PARTIAL,,,,5,4
S027,student,o1,5.9,5.9-o1,xlsx,Unknown,PARTIAL,,,,5,5
S027,student,o1,6.4,6.4-o1,txt,Unknown,COMPLIANT,,,,1,3
S027,student,o1,7.14,7.14-o1,pdf,Unknown,PARTIAL,,,,4,4
S027,student,o1,8.1,8.1-o1,xlsx,Unknown,INSUFFICIENT_EVIDENCE,,,,5,5
S027,student,o1,8.4,8.4-o1,xlsx,Unknown,INSUFFICIENT_EVIDENCE,,,,5,5
A013,auditor,o2,5.1,5.1-o2,docx,Unknown,INSUFFICIENT_EVIDENCE,4,4,3,,
A013,auditor,o2,5.11,5.11-o2,xlsx,Unknown,NON_COMPLIANT,4,4,2,,
A013,auditor,o2,5.2,5.2-o2,pdf,Unknown,PARTIAL,4,4,2,,
A013,auditor,o2,5.24,5.24-o2,docx,Unknown,COMPLIANT,4,4,4,,
A013,auditor,o2,5.27,5.27-o2,docx,Unknown,COMPLIANT,4,4,4,,
A013,auditor,o2,5.29,5.29-o2,docx,Unknown,COMPLIANT,4,4,4,,
A013,auditor,o2,5.30,5.30-o2,docx,Unknown,COMPLIANT,3,1,2,,
A013,auditor,o2,5.9,5.9-o2,xlsx,Unknown,PARTIAL,4,4,3,,
A013,auditor,o2,6.4,6.4-o2,docx,Unknown,PARTIAL,4,4,4,,
A013,auditor,o2,7.14,7.14-o2,pdf,Unknown,PARTIAL,4,4,4,,
A013,auditor,o2,8.1,8.1-o2,xlsx,Unknown,INSUFFICIENT_EVIDENCE,4,4,4,,
A013,auditor,o2,8.4,8.4-o2,xlsx,Unknown,PARTIAL,4,4,4,,
A014,auditor,o2,5.30,5.30-o2,docx,Unknown,COMPLIANT,2,,,,
A015,auditor,o2,5.1,5.1-o2,docx,Unknown,INSUFFICIENT_EVIDENCE,4,1,2,,
A015,auditor,o2,5.11,5.11-o2,xlsx,Unknown,NON_COMPLIANT,1,1,1,,
A015,auditor,o2,5.2,5.2-o2,pdf,Unknown,PARTIAL,2,1,1,,
A015,auditor,o2,5.24,5.24-o2,docx,Unknown,COMPLIANT,1,1,1,,
A015,auditor,o2,5.27,5.27-o2,docx,Unknown,COMPLIANT,2,2,1,,
A015,auditor,o2,5.29,5.29-o2,docx,Unknown,COMPLIANT,2,1,1,,
A015,auditor,o2,5.30,5.30-o2,docx,Unknown,COMPLIANT,1,2,1,,
A015,auditor,o2,5.9,5.9-o2,xlsx,Unknown,PARTIAL,3,3,1,,
A015,auditor,o2,6.4,6.4-o2,docx,Unknown,PARTIAL,2,2,1,,
A015,auditor,o2,7.14,7.14-o2,pdf,Unknown,PARTIAL,2,2,1,,
A015,auditor,o2,8.1,8.1-o2,xlsx,Unknown,INSUFFICIENT_EVIDENCE,4,4,4,,
A015,auditor,o2,8.4,8.4-o2,xlsx,Unknown,PARTIAL,4,4,1,,
A016,auditor,o1,5.1,5.1-o1,docx,Unknown,PARTIAL,4,4,4,,
A016,auditor,o1,5.11,5.11-o1,xlsx,Unknown,INSUFFICIENT_EVIDENCE,4,4,4,,
A016,auditor,o1,5.2,5.2-o1,pdf,Unknown,PARTIAL,4,4,4,,
A016,auditor,o1,5.24,5.24-o1,docx,Unknown,COMPLIANT,4,4,1,,
A016,auditor,o1,5.27,5.27-o1,docx,Unknown,COMPLIANT,4,4,1,,
A016,auditor,o1,5.29,5.29-o1,docx,Unknown,PARTIAL,4,4,1,,
A016,auditor,o1,5.30,5.30-o1,docx,Unknown,PARTIAL,4,4,1,,
A016,auditor,o1,5.9,5.9-o1,xlsx,Unknown,PARTIAL,4,4,4,,
A016,auditor,o1,6.4,6.4-o1,txt,Unknown,COMPLIANT,4,4,1,,
A016,auditor,o1,7.14,7.14-o1,pdf,Unknown,PARTIAL,4,4,4,,
A016,auditor,o1,8.1,8.1-o1,xlsx,Unknown,INSUFFICIENT_EVIDENCE,4,4,1,,
A016,auditor,o1,8.4,8.4-o1,xlsx,Unknown,INSUFFICIENT_EVIDENCE,4,4,1,,
A017,auditor,o1,5.1,5.1-o1,docx,Unknown,PARTIAL,3,,,,
S028,student,o1,5.1,5.1-o1,docx,Unknown,PARTIAL,,,,4,4
S028,student,o1,5.11,5.11-o1,xlsx,Unknown,INSUFFICIENT_EVIDENCE,,,,3,1
S028,student,o1,5.2,5.2-o1,pdf,Unknown,PARTIAL,,,,4,4
S028,student,o1,5.24,5.24-o1,docx,Unknown,COMPLIANT,,,,3,4
S028,student,o1,5.27,5.27-o1,docx,Unknown,COMPLIANT,,,,3,3
S028,student,o1,5.29,5.29-o1,docx,Unknown,PARTIAL,,,,3,3
S028,student,o1,5.30,5.30-o1,docx,Unknown,PARTIAL,,,,3,4
S028,student,o1,5.9,5.9-o1,xlsx,Unknown,PARTIAL,,,,3,4
S028,student,o1,6.4,6.4-o1,txt,Unknown,COMPLIANT,,,,3,4
S028,student,o1,7.14,7.14-o1,pdf,Unknown,PARTIAL,,,,3,4
S028,student,o1,8.1,8.1-o1,xlsx,Unknown,INSUFFICIENT_EVIDENCE,,,,3,4
S028,student,o1,8.4,8.4-o1,xlsx,Unknown,INSUFFICIENT_EVIDENCE,,,,3,4
S029,student,o1,5.1,5.1-o1,docx,Unknown,PARTIAL,,,,4,
S030,student,o1,5.1,5.1-o1,docx,Unknown,PARTIAL,,,,4,4
S030,student,o1,5.11,5.11-o1,xlsx,Unknown,INSUFFICIENT_EVIDENCE,,,,4,4
S030,student,o1,5.2,5.2-o1,pdf,Unknown,PARTIAL,,,,5,5
S030,student,o1,5.24,5.24-o1,docx,Unknown,COMPLIANT,,,,4,4
S030,student,o1,5.27,5.27-o1,docx,Unknown,COMPLIANT,,,,4,4
S030,student,o1,5.29,5.29-o1,docx,Unknown,PARTIAL,,,,3,4
S030,student,o1,5.30,5.30-o1,docx,Unknown,PARTIAL,,,,4,4
S030,student,o1,5.9,5.9-o1,xlsx,Unknown,PARTIAL,,,,4,4
S030,student,o1,6.4,6.4-o1,txt,Unknown,COMPLIANT,,,,4,4
S030,student,o1,7.14,7.14-o1,pdf,Unknown,PARTIAL,,,,3,4
S030,student,o1,8.1,8.1-o1,xlsx,Unknown,INSUFFICIENT_EVIDENCE,,,,4,4
S030,student,o1,8.4,8.4-o1,xlsx,Unknown,INSUFFICIENT_EVIDENCE,,,,4,4
S031,student,o1,5.1,5.1-o1,docx,Unknown,PARTIAL,,,,2,3
