respondent_id,study_org,participant_role,participant_group,case_id,control_id,condition,modality,evidence_name,ground_truth_label,ground_truth_status,llm_status,rq1_understands_control,rq1_what_was_missed,rq2_factual_evaluation,rq2_what_was_missed,rq2_evidence_fulfils,rq4_correctly_identified,rq4_could_remediate,rq4_remediation_blocker,judge_followup_turns,judge_changed_status,judge_updated_status,created_at,updated_at,participant_completed_at
A007,o4,auditor,Auditor,6.4-o4,6.4,balanced_v1,docx,6-4_O4_Termination_Letter_John_Doe.docx,UNKNOWN,Unknown,COMPLIANT,Agree,,Agree,,Neutral,,,,0,FALSE,,2026-07-18T00:15:07.294+00:00,2026-07-18T00:15:07.294+00:00,2026-07-18T00:22:57.888+00:00
A007,o4,auditor,Auditor,5.30-o4,5.3,balanced_v1,docx,5-30_O4_TechInnovate_ICT_Continuity_Plan.docx,UNKNOWN,Unknown,PARTIAL,Strongly Agree,,Agree,,Somewhat Agree,,,,0,FALSE,,2026-07-18T00:10:11.457+00:00,2026-07-18T00:10:11.457+00:00,2026-07-18T00:22:57.888+00:00
A007,o4,auditor,Auditor,5.29-o4,5.29,balanced_v1,docx,5-29_O4_TechInnovate_Business_Continuity_Plan.docx,UNKNOWN,Unknown,PARTIAL,Strongly Agree,,Strongly Agree,,Somewhat Agree,,,,0,FALSE,,2026-07-18T00:06:19.368+00:00,2026-07-18T00:06:19.368+00:00,2026-07-18T00:22:57.888+00:00
A007,o4,auditor,Auditor,5.27-o4,5.27,balanced_v1,docx,5-27_O4_Incident_Response_Report.docx,UNKNOWN,Unknown,PARTIAL,Strongly Agree,,Agree,,Agree,,,,0,FALSE,,2026-07-18T00:03:57.672+00:00,2026-07-18T00:03:57.672+00:00,2026-07-18T00:22:57.888+00:00
A007,o4,auditor,Auditor,5.24-o4,5.24,balanced_v1,docx,5-24_O4_TechInnovate_Business_Continuity_Policy_v1_0.docx,UNKNOWN,Unknown,PARTIAL,Strongly Agree,,Strongly Agree,,Somewhat Agree,,,,0,FALSE,,2026-07-18T00:00:13.742+00:00,2026-07-18T00:00:13.742+00:00,2026-07-18T00:22:57.888+00:00
A007,o4,auditor,Auditor,5.11-o4,5.11,balanced_v1,xlsx,5-11_O4_TechInnovate_Inc_Asset_Data.xlsx,UNKNOWN,Unknown,INSUFFICIENT_EVIDENCE,Strongly Agree,,Strongly Agree,,Disagree,,,,0,FALSE,,2026-07-17T23:57:30.75+00:00,2026-07-17T23:57:30.75+00:00,2026-07-18T00:22:57.888+00:00
A007,o4,auditor,Auditor,5.9-o4,5.9,balanced_v1,xlsx,5-9_O4_TechInnovate_Inc_Asset_Data .xlsx,UNKNOWN,Unknown,PARTIAL,Strongly Agree,,Agree,,Somewhat Agree,,,,0,FALSE,,2026-07-17T23:55:37.672+00:00,2026-07-17T23:55:37.672+00:00,2026-07-18T00:22:57.888+00:00
A007,o4,auditor,Auditor,5.2-o4,5.2,balanced_v1,pdf,5-2_O4_TechInnovate_Executive_Team.docx,UNKNOWN,Unknown,COMPLIANT,Neutral,"AI appears to treat a RACI matrix almost as an expected requirement, whereas ISO 27001 only requires that responsibilities be defined and allocated. A",Somewhat Agree,"The assessment correctly concludes that security roles and responsibilities are formally defined and assigned. However, several observations are recommendations rather than control deficiencies. ISO 27001 Annex A.5.2 does not require a RACI matrix, formal communication records, or operational role definitions at every organizational level. The document provides sufficient evidence that key information security responsibilities are documented and allocated to named individuals.",Agree,,,,0,FALSE,,2026-07-17T23:52:40.032+00:00,2026-07-17T23:52:40.032+00:00,2026-07-18T00:22:57.888+00:00
A007,o4,auditor,Auditor,5.1-o4,5.1,balanced_v1,docx,5-1_O4_TechInnovate_Information_Security_Policy_v1.0.docx,UNKNOWN,Unknown,PARTIAL,Strongly Agree,,Neutral,"The policy includes executive approvers, but approval evidence is absent.",Somewhat Agree,,,,0,FALSE,,2026-07-17T23:47:54.941+00:00,2026-07-17T23:47:54.941+00:00,2026-07-18T00:22:57.888+00:00
A008,o2,auditor,Auditor,8.4-o2,8.4,balanced_v1,xlsx,8-4_O2_GlobalFinance_GitHub_Repository_Access_Export.xlsx,UNKNOWN,Unknown,PARTIAL,Agree,,Agree,,Disagree,,,,2,FALSE,,2026-07-16T20:00:12.067+00:00,2026-07-16T20:00:12.067+00:00,2026-07-16T20:00:12.476+00:00
A008,o2,auditor,Auditor,8.1-o2,8.1,balanced_v1,xlsx,8-1_O2_GlobalFinance_Okta_User_Access_Export.xlsx,UNKNOWN,Unknown,INSUFFICIENT_EVIDENCE,Agree,,Agree,,Agree,,,,3,FALSE,,2026-07-16T19:56:49.101+00:00,2026-07-16T19:56:49.101+00:00,2026-07-16T20:00:12.476+00:00
A008,o2,auditor,Auditor,7.14-o2,7.14,balanced_v1,pdf,7-14_O2_Data_Destruction_Certificate_GLO-AST-000321.docx,UNKNOWN,Unknown,PARTIAL,Somewhat Agree,,Somewhat Agree,,Disagree,,,,3,TRUE,INSUFFICIENT_EVIDENCE,2026-07-16T19:53:33.318+00:00,2026-07-16T19:53:33.318+00:00,2026-07-16T20:00:12.476+00:00
A008,o2,auditor,Auditor,6.4-o2,6.4,balanced_v1,docx,6-4_O2_termination_letter.docx,UNKNOWN,Unknown,PARTIAL,Somewhat Agree,,Somewhat Agree,,Disagree,,,,2,TRUE,INSUFFICIENT_EVIDENCE,2026-07-16T19:50:06.264+00:00,2026-07-16T19:50:06.264+00:00,2026-07-16T20:00:12.476+00:00
A008,o2,auditor,Auditor,5.30-o2,5.3,balanced_v1,docx,5-30_O2_ICT_Continuity_Plan.docx,UNKNOWN,Unknown,COMPLIANT,Disagree,,Somewhat Agree,,Disagree,,,,1,TRUE,INSUFFICIENT_EVIDENCE,2026-07-16T19:47:37.035+00:00,2026-07-16T19:47:37.035+00:00,2026-07-16T20:00:12.476+00:00
A008,o2,auditor,Auditor,5.29-o2,5.29,balanced_v1,docx,5-29_O2_BCP.docx,UNKNOWN,Unknown,COMPLIANT,Somewhat Agree,,Disagree,,Disagree,,,,1,TRUE,INSUFFICIENT_EVIDENCE,2026-07-16T19:46:37.023+00:00,2026-07-16T19:46:37.023+00:00,2026-07-16T20:00:12.476+00:00
A008,o2,auditor,Auditor,5.27-o2,5.27,balanced_v1,docx,5-27_O2_Incident_Response_Report.docx,UNKNOWN,Unknown,COMPLIANT,Somewhat Agree,,Somewhat Agree,,Disagree,,,,2,TRUE,INSUFFICIENT_EVIDENCE,2026-07-16T19:45:22.153+00:00,2026-07-16T19:45:22.153+00:00,2026-07-16T20:00:12.476+00:00
A008,o2,auditor,Auditor,5.24-o2,5.24,balanced_v1,docx,5-24_GFP_Incident_Management_Policy.docx,UNKNOWN,Unknown,COMPLIANT,Disagree,,Disagree,,Disagree,,,,2,TRUE,INSUFFICIENT_EVIDENCE,2026-07-16T19:41:49.742+00:00,2026-07-16T19:41:49.742+00:00,2026-07-16T20:00:12.476+00:00
A008,o2,auditor,Auditor,5.11-o2,5.11,balanced_v1,xlsx,5-11_O2_SC_GlobalFinance_Partners_Asset_Data.xlsx,UNKNOWN,Unknown,NON_COMPLIANT,Disagree,Too many assumptions,Disagree,It is insufficient evidence,Disagree,,,,1,TRUE,INSUFFICIENT_EVIDENCE,2026-07-16T19:39:32.207+00:00,2026-07-16T19:39:32.207+00:00,2026-07-16T20:00:12.476+00:00
A008,o2,auditor,Auditor,5.9-o2,5.9,balanced_v1,xlsx,5-9_O2_SC_GlobalFinance_Partners_Asset_Data.xlsx,UNKNOWN,Unknown,PARTIAL,Neutral,AI is assuming evidence based on what is provided. It is not taking into account documentation that could exist outside what is provided and thereby is creating stronger assumptions,Neutral,See challenges,Disagree,,,,3,TRUE,INSUFFICIENT_EVIDENCE,2026-07-16T19:37:11.592+00:00,2026-07-16T19:37:11.592+00:00,2026-07-16T20:00:12.476+00:00
A008,o2,auditor,Auditor,5.2-o2,5.2,balanced_v1,pdf,5-2_O2_Executive Team.docx,UNKNOWN,Unknown,PARTIAL,Somewhat Agree,See challenges,Disagree,See challenges,Disagree,,,,3,TRUE,INSUFFICIENT_EVIDENCE,2026-07-16T19:30:23.575+00:00,2026-07-16T19:30:23.575+00:00,2026-07-16T20:00:12.476+00:00
A008,o2,auditor,Auditor,5.1-o2,5.1,balanced_v1,docx,5-1_O2_GFP_Information_Security_Policy.docx,UNKNOWN,Unknown,INSUFFICIENT_EVIDENCE,Agree,,Disagree,"See challenges, scope was not properly considered, completeness based on lack of evidence does not indicate it did not occur, and the version is 1.0 so historical review may not be relevant. ",Somewhat Agree,,,,5,TRUE,PARTIAL,2026-07-16T19:25:08.462+00:00,2026-07-16T19:25:08.462+00:00,2026-07-16T20:00:12.476+00:00
S004,o1,student,Group 2,8.4-o1,8.4,balanced_v1,image,8-4_O1_Code_Repo_Access_List.png,UNKNOWN,Unknown,INSUFFICIENT_EVIDENCE,,,,,,Agree,Agree,,0,FALSE,,2026-07-16T04:30:22.222+00:00,2026-07-16T04:30:22.222+00:00,2026-07-16T04:30:22.427+00:00
S004,o1,student,Group 2,8.1-o1,8.1,balanced_v1,image,8-1_O1_Okta_User_List.png,UNKNOWN,Unknown,INSUFFICIENT_EVIDENCE,,,,,,Neutral,Agree,,0,FALSE,,2026-07-16T04:30:12.665+00:00,2026-07-16T04:30:12.665+00:00,2026-07-16T04:30:22.427+00:00
S004,o1,student,Group 2,7.14-o1,7.14,balanced_v1,pdf,7-14_O1_GlobalEnterprises_DataDestructionCertificate.docx,UNKNOWN,Unknown,PARTIAL,,,,,,Agree,Agree,,0,FALSE,,2026-07-16T04:29:23.138+00:00,2026-07-16T04:29:23.138+00:00,2026-07-16T04:30:22.427+00:00
S004,o1,student,Group 2,6.4-o1,6.4,balanced_v1,txt,6-4_O1_Termination_Letter.txt,UNKNOWN,Unknown,COMPLIANT,,,,,,Agree,Agree,,0,FALSE,,2026-07-16T04:29:09.954+00:00,2026-07-16T04:29:09.954+00:00,2026-07-16T04:30:22.427+00:00
S004,o1,student,Group 2,5.30-o1,5.3,balanced_v1,docx,5-30_O1_ICT_Continuity_Plan.docx,UNKNOWN,Unknown,PARTIAL,,,,,,Agree,Agree,,0,FALSE,,2026-07-16T04:28:44.484+00:00,2026-07-16T04:28:44.484+00:00,2026-07-16T04:30:22.427+00:00
S004,o1,student,Group 2,5.29-o1,5.29,balanced_v1,docx,5-29_O1_business_continuity_plan.docx,UNKNOWN,Unknown,PARTIAL,,,,,,Agree,Agree,,0,FALSE,,2026-07-16T04:28:30.71+00:00,2026-07-16T04:28:30.71+00:00,2026-07-16T04:30:22.427+00:00
S004,o1,student,Group 2,5.27-o1,5.27,balanced_v1,docx,5-27_O1_incident_response_report.docx,UNKNOWN,Unknown,COMPLIANT,,,,,,Neutral,Agree,,0,FALSE,,2026-07-16T04:28:00.875+00:00,2026-07-16T04:28:00.875+00:00,2026-07-16T04:30:22.427+00:00
S004,o1,student,Group 2,5.24-o1,5.24,balanced_v1,docx,5-24_O1_Incident_Management_Policy.docx,UNKNOWN,Unknown,COMPLIANT,,,,,,Agree,Agree,,0,FALSE,,2026-07-16T02:18:04.657+00:00,2026-07-16T02:18:04.657+00:00,2026-07-16T04:30:22.427+00:00
S004,o1,student,Group 2,5.11-o1,5.11,balanced_v1,xlsx,5-11_O1_Global_Enterprises_Inc._Asset_Inventory.xlsx,UNKNOWN,Unknown,INSUFFICIENT_EVIDENCE,,,,,,Agree,Agree,,0,FALSE,,2026-07-16T02:17:45.956+00:00,2026-07-16T02:17:45.956+00:00,2026-07-16T04:30:22.427+00:00
S004,o1,student,Group 2,5.9-o1,5.9,balanced_v1,xlsx,5-9_O1_Global_Enterprises_Inc._Asset_Inventory.xlsx,UNKNOWN,Unknown,PARTIAL,,,,,,Agree,Agree,,0,FALSE,,2026-07-16T02:17:26.054+00:00,2026-07-16T02:17:26.054+00:00,2026-07-16T04:30:22.427+00:00
S004,o1,student,Group 2,5.2-o1,5.2,balanced_v1,pdf,5-2_O1_Executive Team.docx,UNKNOWN,Unknown,PARTIAL,,,,,,Agree,Agree,,0,FALSE,,2026-07-16T02:16:54.624+00:00,2026-07-16T02:16:54.624+00:00,2026-07-16T04:30:22.427+00:00
S004,o1,student,Group 2,5.1-o1,5.1,balanced_v1,docx,5-1_O1_information_security_policy.docx,UNKNOWN,Unknown,PARTIAL,,,,,,Neutral,Agree,,0,FALSE,,2026-07-16T02:16:14.014+00:00,2026-07-16T02:16:14.014+00:00,2026-07-16T04:30:22.427+00:00
A009,o1,auditor,Auditor,8.4-o1,8.4,balanced_v1,image,8-4_O1_Code_Repo_Access_List.png,UNKNOWN,Unknown,INSUFFICIENT_EVIDENCE,Agree,,Agree,,Agree,,,,0,FALSE,,2026-07-15T13:17:03.271+00:00,2026-07-15T13:17:03.271+00:00,2026-07-15T13:17:03.733+00:00
A009,o1,auditor,Auditor,8.1-o1,8.1,balanced_v1,image,8-1_O1_Okta_User_List.png,UNKNOWN,Unknown,INSUFFICIENT_EVIDENCE,Agree,,Agree,,Agree,,,,0,FALSE,,2026-07-15T13:16:54.607+00:00,2026-07-15T13:16:54.607+00:00,2026-07-15T13:17:03.733+00:00
A009,o1,auditor,Auditor,7.14-o1,7.14,balanced_v1,pdf,7-14_O1_GlobalEnterprises_DataDestructionCertificate.docx,UNKNOWN,Unknown,PARTIAL,Agree,,Agree,,Agree,,,,0,FALSE,,2026-07-15T13:16:47.184+00:00,2026-07-15T13:16:47.184+00:00,2026-07-15T13:17:03.733+00:00
A009,o1,auditor,Auditor,6.4-o1,6.4,balanced_v1,txt,6-4_O1_Termination_Letter.txt,UNKNOWN,Unknown,COMPLIANT,Agree,,Agree,,Agree,,,,0,FALSE,,2026-07-15T13:16:31.65+00:00,2026-07-15T13:16:31.65+00:00,2026-07-15T13:17:03.733+00:00
A009,o1,auditor,Auditor,5.30-o1,5.3,balanced_v1,docx,5-30_O1_ICT_Continuity_Plan.docx,UNKNOWN,Unknown,PARTIAL,Agree,,,,Agree,,,,0,FALSE,,2026-07-15T13:16:19.181+00:00,2026-07-15T13:16:19.181+00:00,2026-07-15T13:17:03.733+00:00
A009,o1,auditor,Auditor,5.29-o1,5.29,balanced_v1,docx,5-29_O1_business_continuity_plan.docx,UNKNOWN,Unknown,PARTIAL,Agree,,Agree,,Agree,,,,0,FALSE,,2026-07-15T13:16:07.407+00:00,2026-07-15T13:16:07.407+00:00,2026-07-15T13:17:03.733+00:00
A009,o1,auditor,Auditor,5.27-o1,5.27,balanced_v1,docx,5-27_O1_incident_response_report.docx,UNKNOWN,Unknown,COMPLIANT,Disagree,Detail,Disagree,Detail and,Agree,,,,0,FALSE,,2026-07-15T13:15:56.627+00:00,2026-07-15T13:15:56.627+00:00,2026-07-15T13:17:03.733+00:00
A009,o1,auditor,Auditor,5.24-o1,5.24,balanced_v1,docx,5-24_O1_Incident_Management_Policy.docx,UNKNOWN,Unknown,COMPLIANT,Agree,,Agree,,Agree,,,,0,FALSE,,2026-07-15T13:15:08.958+00:00,2026-07-15T13:15:08.958+00:00,2026-07-15T13:17:03.733+00:00
A009,o1,auditor,Auditor,5.11-o1,5.11,balanced_v1,xlsx,5-11_O1_Global_Enterprises_Inc._Asset_Inventory.xlsx,UNKNOWN,Unknown,INSUFFICIENT_EVIDENCE,Agree,,Agree,,Agree,,,,0,FALSE,,2026-07-15T13:14:42.132+00:00,2026-07-15T13:14:42.132+00:00,2026-07-15T13:17:03.733+00:00
A009,o1,auditor,Auditor,5.9-o1,5.9,balanced_v1,xlsx,5-9_O1_Global_Enterprises_Inc._Asset_Inventory.xlsx,UNKNOWN,Unknown,PARTIAL,Agree,,Agree,,Agree,,,,0,FALSE,,2026-07-15T13:14:20.255+00:00,2026-07-15T13:14:20.255+00:00,2026-07-15T13:17:03.733+00:00
A009,o1,auditor,Auditor,5.2-o1,5.2,balanced_v1,pdf,5-2_O1_Executive Team.docx,UNKNOWN,Unknown,PARTIAL,Agree,,Agree,,Agree,,,,0,FALSE,,2026-07-15T13:14:09.457+00:00,2026-07-15T13:14:09.457+00:00,2026-07-15T13:17:03.733+00:00
A009,o1,auditor,Auditor,5.1-o1,5.1,balanced_v1,docx,5-1_O1_information_security_policy.docx,UNKNOWN,Unknown,PARTIAL,Somewhat Agree,Some language,Somewhat Agree,Language,Neutral,,,,0,FALSE,,2026-07-15T13:13:47.604+00:00,2026-07-15T13:13:47.604+00:00,2026-07-15T13:17:03.733+00:00
A010,o1,auditor,Auditor,8.4-o1,8.4,balanced_v1,image,8-4_O1_Code_Repo_Access_List.png,UNKNOWN,Unknown,INSUFFICIENT_EVIDENCE,Agree,,Agree,,Disagree,,,,0,FALSE,,2026-07-14T21:24:03.685+00:00,2026-07-14T21:24:03.685+00:00,2026-07-14T21:24:04.154+00:00
A010,o1,auditor,Auditor,8.1-o1,8.1,balanced_v1,image,8-1_O1_Okta_User_List.png,UNKNOWN,Unknown,INSUFFICIENT_EVIDENCE,Agree,,Agree,,Disagree,,,,0,FALSE,,2026-07-14T21:22:36.183+00:00,2026-07-14T21:22:36.183+00:00,2026-07-14T21:24:04.154+00:00
A010,o1,auditor,Auditor,7.14-o1,7.14,balanced_v1,pdf,7-14_O1_GlobalEnterprises_DataDestructionCertificate.docx,UNKNOWN,Unknown,PARTIAL,Agree,,Agree,,Agree,,,,0,FALSE,,2026-07-14T21:19:26.119+00:00,2026-07-14T21:19:26.119+00:00,2026-07-14T21:24:04.154+00:00
A010,o1,auditor,Auditor,6.4-o1,6.4,balanced_v1,txt,6-4_O1_Termination_Letter.txt,UNKNOWN,Unknown,COMPLIANT,Agree,,Agree,,Disagree,,,,0,FALSE,,2026-07-14T21:17:46.443+00:00,2026-07-14T21:17:46.443+00:00,2026-07-14T21:24:04.154+00:00
A010,o1,auditor,Auditor,5.30-o1,5.3,balanced_v1,docx,5-30_O1_ICT_Continuity_Plan.docx,UNKNOWN,Unknown,PARTIAL,Agree,,Agree,,Disagree,,,,0,FALSE,,2026-07-14T21:16:46.237+00:00,2026-07-14T21:16:46.237+00:00,2026-07-14T21:24:04.154+00:00
A010,o1,auditor,Auditor,5.29-o1,5.29,balanced_v1,docx,5-29_O1_business_continuity_plan.docx,UNKNOWN,Unknown,PARTIAL,Agree,,Agree,,Disagree,,,,0,FALSE,,2026-07-14T21:15:41.18+00:00,2026-07-14T21:15:41.18+00:00,2026-07-14T21:24:04.154+00:00
A011,o1,auditor,Auditor,8.4-o1,8.4,balanced_v1,image,8-4_O1_Code_Repo_Access_List.png,UNKNOWN,Unknown,INSUFFICIENT_EVIDENCE,Agree,,Agree,,Agree,,,,0,FALSE,,2026-07-14T21:08:59.344+00:00,2026-07-14T21:08:59.344+00:00,2026-07-14T21:08:59.575+00:00
A011,o1,auditor,Auditor,8.1-o1,8.1,balanced_v1,image,8-1_O1_Okta_User_List.png,UNKNOWN,Unknown,INSUFFICIENT_EVIDENCE,Agree,,Agree,,Agree,,,,0,FALSE,,2026-07-14T21:08:10.377+00:00,2026-07-14T21:08:10.377+00:00,2026-07-14T21:08:59.575+00:00
A010,o1,auditor,Auditor,5.27-o1,5.27,balanced_v1,docx,5-27_O1_incident_response_report.docx,UNKNOWN,Unknown,COMPLIANT,Agree,,Agree,,Disagree,,,,0,FALSE,,2026-07-14T21:03:51.711+00:00,2026-07-14T21:03:51.711+00:00,2026-07-14T21:24:04.154+00:00
A010,o1,auditor,Auditor,5.24-o1,5.24,balanced_v1,docx,5-24_O1_Incident_Management_Policy.docx,UNKNOWN,Unknown,COMPLIANT,Agree,,Agree,,Disagree,,,,0,FALSE,,2026-07-14T20:57:30.179+00:00,2026-07-14T20:57:30.179+00:00,2026-07-14T21:24:04.154+00:00
A010,o1,auditor,Auditor,5.11-o1,5.11,balanced_v1,xlsx,5-11_O1_Global_Enterprises_Inc._Asset_Inventory.xlsx,UNKNOWN,Unknown,INSUFFICIENT_EVIDENCE,Agree,,Agree,,Agree,,,,0,FALSE,,2026-07-14T20:56:19.934+00:00,2026-07-14T20:56:19.934+00:00,2026-07-14T21:24:04.154+00:00
A010,o1,auditor,Auditor,5.9-o1,5.9,balanced_v1,xlsx,5-9_O1_Global_Enterprises_Inc._Asset_Inventory.xlsx,UNKNOWN,Unknown,PARTIAL,Agree,,Agree,,Agree,,,,0,FALSE,,2026-07-14T20:54:40.956+00:00,2026-07-14T20:54:40.956+00:00,2026-07-14T21:24:04.154+00:00
A010,o1,auditor,Auditor,5.2-o1,5.2,balanced_v1,pdf,5-2_O1_Executive Team.docx,UNKNOWN,Unknown,PARTIAL,Agree,,Agree,,Agree,,,,0,FALSE,,2026-07-14T20:50:36.186+00:00,2026-07-14T20:50:36.186+00:00,2026-07-14T21:24:04.154+00:00
A010,o1,auditor,Auditor,5.1-o1,5.1,balanced_v1,docx,5-1_O1_information_security_policy.docx,UNKNOWN,Unknown,PARTIAL,Agree,,Agree,,Agree,,,,0,FALSE,,2026-07-14T20:49:21.842+00:00,2026-07-14T20:49:21.842+00:00,2026-07-14T21:24:04.154+00:00
A011,o1,auditor,Auditor,6.4-o1,6.4,balanced_v1,txt,6-4_O1_Termination_Letter.txt,UNKNOWN,Unknown,COMPLIANT,,,,,Somewhat Agree,,,,1,TRUE,PARTIAL,2026-07-14T19:58:55.532+00:00,2026-07-14T19:58:55.532+00:00,2026-07-14T21:08:59.575+00:00
A011,o1,auditor,Auditor,5.30-o1,5.3,balanced_v1,docx,5-30_O1_ICT_Continuity_Plan.docx,UNKNOWN,Unknown,PARTIAL,Agree,,Agree,,Disagree,,,,0,FALSE,,2026-07-14T19:55:25.335+00:00,2026-07-14T19:55:25.335+00:00,2026-07-14T21:08:59.575+00:00
A011,o1,auditor,Auditor,5.29-o1,5.29,balanced_v1,docx,5-29_O1_business_continuity_plan.docx,UNKNOWN,Unknown,PARTIAL,Agree,,Agree,,Somewhat Agree,,,,1,FALSE,,2026-07-14T19:00:06.972+00:00,2026-07-14T19:00:06.972+00:00,2026-07-14T21:08:59.575+00:00
A011,o1,auditor,Auditor,5.27-o1,5.27,balanced_v1,docx,5-27_O1_incident_response_report.docx,UNKNOWN,Unknown,COMPLIANT,Agree,,Agree,,Disagree,,,,1,TRUE,PARTIAL,2026-07-14T18:54:02.521+00:00,2026-07-14T18:54:02.521+00:00,2026-07-14T21:08:59.575+00:00
A011,o1,auditor,Auditor,5.24-o1,5.24,balanced_v1,docx,5-24_O1_Incident_Management_Policy.docx,UNKNOWN,Unknown,COMPLIANT,Agree,,Agree,,Disagree,,,,1,FALSE,,2026-07-14T18:44:23.49+00:00,2026-07-14T18:44:23.49+00:00,2026-07-14T21:08:59.575+00:00
A011,o1,auditor,Auditor,5.9-o1,5.9,balanced_v1,xlsx,5-9_O1_Global_Enterprises_Inc._Asset_Inventory.xlsx,UNKNOWN,Unknown,PARTIAL,Agree,,Agree,,Disagree,,,,1,FALSE,,2026-07-14T18:37:35.656+00:00,2026-07-14T18:37:35.656+00:00,2026-07-14T21:08:59.575+00:00
A011,o1,auditor,Auditor,5.2-o1,5.2,balanced_v1,pdf,5-2_O1_Executive Team.docx,UNKNOWN,Unknown,PARTIAL,Agree,,Agree,,Disagree,,,,1,FALSE,,2026-07-14T17:58:46.016+00:00,2026-07-14T17:58:46.016+00:00,2026-07-14T21:08:59.575+00:00
A011,o1,auditor,Auditor,5.1-o1,5.1,balanced_v1,docx,5-1_O1_information_security_policy.docx,UNKNOWN,Unknown,PARTIAL,Agree,,Somewhat Agree,the training completion record is not required as per the control description. there are various ways of Acknowledging the policy and not necessarily a training is required.,Disagree,,,,0,FALSE,,2026-07-14T17:49:17.821+00:00,2026-07-14T17:49:17.821+00:00,2026-07-14T21:08:59.575+00:00
S005,o1,student,Group 2,5.24-o1,5.24,balanced_v1,docx,5-24_O1_Incident_Management_Policy.docx,UNKNOWN,Unknown,COMPLIANT,,,,,,Neutral,Agree,,0,FALSE,,2026-07-14T03:13:34.294+00:00,2026-07-14T03:13:34.294+00:00,2026-07-14T03:13:39.24+00:00
S005,o1,student,Group 2,5.11-o1,5.11,balanced_v1,xlsx,5-11_O1_Global_Enterprises_Inc._Asset_Inventory.xlsx,UNKNOWN,Unknown,INSUFFICIENT_EVIDENCE,,,,,,Agree,Agree,,0,FALSE,,2026-07-14T03:10:52.034+00:00,2026-07-14T03:10:52.034+00:00,2026-07-14T03:13:39.24+00:00
S005,o1,student,Group 2,5.9-o1,5.9,balanced_v1,xlsx,5-9_O1_Global_Enterprises_Inc._Asset_Inventory.xlsx,UNKNOWN,Unknown,PARTIAL,,,,,,Somewhat Agree,Disagree,Compliance tracking implies periodic reviews. ,0,FALSE,,2026-07-14T03:10:00.566+00:00,2026-07-14T03:10:00.566+00:00,2026-07-14T03:13:39.24+00:00
S005,o1,student,Group 2,5.2-o1,5.2,balanced_v1,pdf,5-2_O1_Executive Team.docx,UNKNOWN,Unknown,PARTIAL,,,,,,Agree,Agree,,0,FALSE,,2026-07-14T03:05:42.834+00:00,2026-07-14T03:05:42.834+00:00,2026-07-14T03:13:39.24+00:00
A012,o2,auditor,Auditor,5.30-o2,5.3,balanced_v1,docx,5-30_O2_ICT_Continuity_Plan.docx,UNKNOWN,Unknown,COMPLIANT,Somewhat Agree,,,,,,,,0,FALSE,,2026-07-13T22:12:36.93+00:00,2026-07-13T22:12:36.93+00:00,
S006,o2,student,Group 2,8.4-o2,8.4,balanced_v1,xlsx,8-4_O2_GlobalFinance_GitHub_Repository_Access_Export.xlsx,UNKNOWN,Unknown,PARTIAL,,,,,,Agree,Agree,,0,FALSE,,2026-07-12T21:06:24.597+00:00,2026-07-12T21:06:24.597+00:00,2026-07-12T21:06:25.075+00:00
S006,o2,student,Group 2,8.1-o2,8.1,balanced_v1,xlsx,8-1_O2_GlobalFinance_Okta_User_Access_Export.xlsx,UNKNOWN,Unknown,INSUFFICIENT_EVIDENCE,,,,,,Disagree,Disagree,okta is enogh evidence i believe,0,FALSE,,2026-07-12T21:04:58.829+00:00,2026-07-12T21:04:58.829+00:00,2026-07-12T21:06:25.075+00:00
S006,o2,student,Group 2,7.14-o2,7.14,balanced_v1,pdf,7-14_O2_Data_Destruction_Certificate_GLO-AST-000321.docx,UNKNOWN,Unknown,PARTIAL,,,,,,Agree,Agree,,0,FALSE,,2026-07-12T21:01:35.983+00:00,2026-07-12T21:01:35.983+00:00,2026-07-12T21:06:25.075+00:00
S006,o2,student,Group 2,6.4-o2,6.4,balanced_v1,docx,6-4_O2_termination_letter.docx,UNKNOWN,Unknown,PARTIAL,,,,,,Somewhat Agree,Somewhat Agree,this should be non compliant rather than partial compliant,0,FALSE,,2026-07-12T21:00:53.107+00:00,2026-07-12T21:00:53.107+00:00,2026-07-12T21:06:25.075+00:00
S006,o2,student,Group 2,5.30-o2,5.3,balanced_v1,docx,5-30_O2_ICT_Continuity_Plan.docx,UNKNOWN,Unknown,COMPLIANT,,,,,,Strongly Agree,Strongly Agree,,0,FALSE,,2026-07-12T20:56:31.111+00:00,2026-07-12T20:56:31.111+00:00,2026-07-12T21:06:25.075+00:00
S006,o2,student,Group 2,5.29-o2,5.29,balanced_v1,docx,5-29_O2_BCP.docx,UNKNOWN,Unknown,COMPLIANT,,,,,,Strongly Agree,Strongly Agree,,0,FALSE,,2026-07-12T20:53:16.661+00:00,2026-07-12T20:53:16.661+00:00,2026-07-12T21:06:25.075+00:00
S006,o2,student,Group 2,5.27-o2,5.27,balanced_v1,docx,5-27_O2_Incident_Response_Report.docx,UNKNOWN,Unknown,COMPLIANT,,,,,,Strongly Agree,Strongly Agree,,0,FALSE,,2026-07-12T20:52:01.233+00:00,2026-07-12T20:52:01.233+00:00,2026-07-12T21:06:25.075+00:00
